암호화된요양기호,요양기관명,요양종별,시도명,시군구명,도로명주소,표시과목명,개설일자
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ5MiQyNjE4MzIjNDEjJDEjJDQjJDgz,서현삼성이비인후과의원,의원,경기도,성남시 분당구,"경기도 성남시 분당구 서현로210번길 2, 307호 (서현동, 성지하이츠텔)",이비인후과,2009-11-17
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQ4OSQzNjE0ODEjNDEjJDEjJDgjJDgz,서현서울내과의원,의원,경기도,성남시 분당구,"경기도 성남시 분당구 황새울로342번길 11, 403호 404호 (서현동, 금호리빙스텔)",내과,2001-01-04
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ3OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,서현석정형외과의원,의원,경기도,오산시,"경기도 오산시 오산로 209, 4,9층 (오산동)",정형외과,2013-01-02
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ1IyQ2MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,서현숲 가정의학과의원,의원,경기도,성남시 분당구,"경기도 성남시 분당구 서현로 192, 야베스밸리 303호 (서현동)",가정의학과,2024-02-28
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzQxIyQyIyQ3IyQwMCQyNjE0ODEjNjEjJDEjJDQjJDgz,서현신정형외과의원,의원,경기도,성남시 분당구,"경기도 성남시 분당구 서현로 184, 214호 (서현동, 엘지분당에클라트)",정형외과,2016-12-01
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQwMyQzNjEyMjIjODEjJDEjJDIjJDgz,서현안과의원,의원,경기도,성남시 분당구,"경기도 성남시 분당구 돌마로 478, 202,203호 (서현동, 효자촌프라자)",안과,2006-08-01
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ4MiQzNjEyMjIjNDEjJDEjJDgjJDgz,서현정신건강의학과의원,의원,경기도,성남시 분당구,"경기도 성남시 분당구 황새울로335번길 5, 203호 (서현동)",정신건강의학과,2021-06-02
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzQxIyQxIyQ3IyQ5MiQyNjEwMDIjNDEjJDEjJDgjJDgz,서현탑정형외과의원,의원,경기도,성남시 분당구,"경기도 성남시 분당구 중앙공원로31번길 42, 서현파크플라자 2층 201,202호 (서현동)",정형외과,2024-11-13
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQyIyQxIyQwMCQ0NjE0ODEjODEjJDEjJDIjJDgz,석광가정의원,의원,경기도,광명시,"경기도 광명시 금하로 525, 3층 301호 (소하동, AH빌딩)",일반의,1995-02-10
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQ4MiQyNjEwMDIjNjEjJDEjJDQjJDgz,석본재활의학과의원,의원,경기도,수원시 권선구,"경기도 수원시 권선구 금곡로 100, 칠보프라자 403, 404호 (금곡동)",재활의학과,2024-04-22
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ2MiQyNjE0ODEjNTEjJDEjJDIjJDgz,석비뇨기과의원,의원,경기도,구리시,"경기도 구리시 경춘로 223, 301호 (인창동, 명동빌딩)",비뇨의학과,1994-02-15
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzIxIyQxIyQxIyQ3MiQzNjEwMDIjODEjJDEjJDYjJDgz,석산정신건강의학과의원,의원,경기도,안산시 단원구,"경기도 안산시 단원구 고잔로 76, 영풍빌딩 306호 (고잔동)",정신건강의학과,2012-03-07
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQyIyQ3IyQwMCQyNjEyMjIjODEjJDEjJDIjJDgz,석수연합의원,의원,경기도,안양시 만안구,"경기도 안양시 만안구 경수대로 1426, 2층 (석수동)",일반의,2009-07-29
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzIxIyQxIyQ5IyQ3MiQyNjE0ODEjNDEjJDEjJDgjJDgz,석승엽정형외과의원,의원,경기도,고양시 덕양구,"경기도 고양시 덕양구 읍내로 10, 2층,5층 (고양동, 현대빌딩)",정형외과,2005-04-29
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ3MiQzNjE0ODEjNjEjJDEjJDQjJDgz,선내과의원,의원,경기도,성남시 분당구,"경기도 성남시 분당구 돌마로90번길 4, 303호 (구미동, 엘레강스프라자)",내과,1996-01-06
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQzIyQ4MiQzNjEwMDIjNDEjJDEjJDQjJDgz,선내과의원,의원,경기도,수원시 장안구,"경기도 수원시 장안구 경수대로 940, 일호골든타워 3층 306호 (조원동)",내과,2003-03-24
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQwMyQ0NjE0ODEjODEjJDEjJDYjJDgz,선단경희의원,의원,경기도,포천시,"경기도 포천시 호국로 959, 3층 (선단동)",일반의,2001-10-12
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ4MiQyNjE0ODEjNDEjJDEjJDQjJDgz,선두연합내과의원,의원,경기도,이천시,경기도 이천시 장호원읍 장터로83번길 43,내과,2014-07-25
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQxIyQxMyQzNjEwMDIjODEjJDEjJDYjJDgz,선마취통증의학과의원,의원,경기도,김포시,"경기도 김포시 김포한강8로 382, 4층 405-407호 (구래동)",마취통증의학과,2019-03-22
JDU4MTI3MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEwMDIjNzEjJDEjJDgjJDgz,선봉의원,의원,경기도,용인시 처인구,"경기도 용인시 처인구 성산로 57, 근무지원단 의무대 1층 (역북동)",일반의,2025-08-12
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQxIyQ1IyQ3OSQzNjEwMDIjNjEjJDEjJDgjJDgz,선부365정형외과의원,의원,경기도,안산시 단원구,"경기도 안산시 단원구 삼일로 310, 301,326~343,361~374호 (선부동)",정형외과,2025-02-21
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ4OSQzNjEyMjIjNjEjJDEjJDAjJDgz,선부고려소아과의원,의원,경기도,안산시 단원구,"경기도 안산시 단원구 석수로5길 13, 2층 (선부동)",소아청소년과,2004-08-21
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQ4MiQ0NjE0ODEjNTEjJDEjJDIjJDgz,선부연세내과의원,의원,경기도,안산시 단원구,"경기도 안산시 단원구 선부로 183, 3층 305-1,306~307호 (선부동, 화성프라자)",내과,2002-10-31
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ5OSQzNjEyMjIjODEjJDEjJDIjJDgz,선부재활의학과의원,의원,경기도,안산시 단원구,"경기도 안산시 단원구 선부광장1로 70, 401호 (선부동, 군자빌딩)",재활의학과,2017-10-10
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ3OSQzNjE0ODEjNDEjJDEjJDgjJDgz,선부한빛의원,의원,경기도,안산시 단원구,"경기도 안산시 단원구 달미로 84, 2~3층 (선부동)",일반의,2009-01-19
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQxMyQyNjE0ODEjODEjJDEjJDIjJDgz,선비뇨기과의원,의원,경기도,군포시,"경기도 군포시 산본로323번길 16-36, 5층 (산본동, 삼정빌딩)",비뇨의학과,2001-07-20
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQzIyQwMyQzNjE0ODEjNjEjJDEjJDgjJDgz,선비뇨기과의원,의원,경기도,용인시 수지구,"경기도 용인시 수지구 성복2로 51, B동 405호 (성복동, 데이파크)",비뇨의학과,2010-06-07
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQ4OSQyNjE0ODEjNjEjJDEjJDgjJDgz,선샤인의원,의원,경기도,수원시 팔달구,"경기도 수원시 팔달구 팔달로 53, 고등더퍼스트상가 401,402호 (고등동)",일반의,2022-08-17
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzExIyQxIyQ3IyQ3MiQyNjE4MzIjNjEjJDEjJDgjJDgz,선우내과의원,의원,경기도,포천시,"경기도 포천시 소흘읍 솔모루로 66-4, 2층 (용빌딩)",내과,2004-10-15
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQyIyQ3IyQwMCQ0NjEwMDIjNDEjJDEjJDgjJDgz,선우이비인후과의원,의원,경기도,성남시 분당구,"경기도 성남시 분당구 돌마로90번길 4, 305호 (구미동, 엘레강스프라자)",이비인후과,1995-12-27
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQ3OSQ0NjEwMDIjNTEjJDEjJDIjJDgz,선의원,의원,경기도,부천시 원미구,"경기도 부천시 원미구 길주로 307, 로얄프라자 206호 (중동)",일반의,2019-03-27
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQ3IyQ4OSQ0NjE0ODEjODEjJDEjJDYjJDgz,선이비인후과의원,의원,경기도,광명시,"경기도 광명시 금하로 525, 201호 (소하동)",이비인후과,2021-07-15
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ2MiQyNjEyMjIjODEjJDEjJDIjJDgz,선이비인후과의원,의원,경기도,김포시,"경기도 김포시 풍무로 105, 203호 (풍무동, 풍무프라자)",이비인후과,2008-07-08
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQ5MiQzNjE4MzIjNzEjJDEjJDgjJDgz,선정형외과의원,의원,경기도,고양시 덕양구,"경기도 고양시 덕양구 행신로 151, 2층 (행신동, 양일빌딩)",정형외과,2024-05-14
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQxIyQ1IyQ2MiQyNjE4MzIjNjEjJDEjJDgjJDgz,선진정형외과의원,의원,경기도,안양시 동안구,"경기도 안양시 동안구 경수대로 574, 2층 (호계동, 윤성빌딩)",정형외과,2004-05-21
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQ4MiQyNjE4MzIjNTEjJDEjJDIjJDgz,선한이웃가정의원,의원,경기도,성남시 수정구,"경기도 성남시 수정구 수정로 59, 2층 (태평동)",일반의,2017-05-22
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,설악의원,의원,경기도,가평군,경기도 가평군 설악면 한서로 9,일반의,2008-05-26
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQyIyQxIyQwMCQyNjE0ODEjNjEjJDEjJDgjJDgz,설이비인후과의원,의원,경기도,광명시,"경기도 광명시 오리로 947, 인터스프라자 3층 301호 (광명동)",이비인후과,1998-04-28
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQ1IyQ5OSQyNjE0ODEjODEjJDEjJDIjJDgz,설재활의학과의원,의원,경기도,남양주시,"경기도 남양주시 화도읍 비룡로 110, 2층",재활의학과,2017-02-15
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQwMyQ0NjEwMDIjNTEjJDEjJDYjJDgz,성가김안과의원,의원,경기도,부천시 원미구,"경기도 부천시 원미구 부천로 42, 부천중앙프라자 (심곡동)",안과,2001-11-29
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ4OSQ0NjE0ODEjNDEjJDEjJDQjJDgz,성가내과의원,의원,경기도,부천시 원미구,"경기도 부천시 원미구 길주로 237, 중동메디칼 (중동)",내과,2000-11-06
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQxMyQyNjE0ODEjNjEjJDEjJDQjJDgz,성가의원,의원,경기도,안성시,경기도 안성시 장기로 39 (인지동),일반의,1995-10-27
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ5OSQyNjEwMDIjNDEjJDEjJDgjJDgz,성가의원,의원,경기도,성남시 수정구,"경기도 성남시 수정구 탄리로120번길 4, 2층 (태평동)",일반의,1997-06-30
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ5OSQyNjEwMDIjNDEjJDEjJDQjJDgz,성남가정의원,의원,경기도,성남시 중원구,경기도 성남시 중원구 금상로 120-1 (상대원동),일반의,1995-03-20
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQxIyQ3MiQzNjE0ODEjNDEjJDEjJDQjJDgz,성남근본마취통증의학과의원,의원,경기도,성남시 수정구,"경기도 성남시 수정구 수정로 128, 4,5층 (수진동)",마취통증의학과,2023-12-27
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ5MiQzNjEyMjIjNjEjJDEjJDQjJDgz,성남동산의원,의원,경기도,성남시 중원구,"경기도 성남시 중원구 광명로 124, 3층 (성남동)",일반의,1992-05-04
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQ4OSQyNjE0ODEjNTEjJDEjJDIjJDgz,성남리즈온의원,의원,경기도,성남시 중원구,"경기도 성남시 중원구 둔촌대로 84, 404,405,406호 (성남동)",일반의,2020-11-19
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQxIyQ4MiQyNjEwMDIjNDEjJDEjJDgjJDgz,성남선의원,의원,경기도,성남시 중원구,"경기도 성남시 중원구 광명로 318, 2, 3, 4층 (금광동)",일반의,2024-04-19
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ5MiQzNjE0ODEjODEjJDEjJDIjJDgz,성남성모안과의원,의원,경기도,성남시 중원구,경기도 성남시 중원구 산성대로 350 (중앙동),안과,1998-06-01
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQ3OSQzNjEyMjIjNDEjJDEjJDgjJDgz,성남센트럴안과의원,의원,경기도,성남시 수정구,"경기도 성남시 수정구 산성대로 267, 401~405,432~435호 (신흥동)",안과,2021-02-10
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ4OSQzNjE0ODEjNjEjJDEjJDAjJDgz,성남속편한내과의원,의원,경기도,성남시 수정구,"경기도 성남시 수정구 수정로 208, 4층 (신흥동, 메드위즈)",내과,2011-01-31
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjEyMjIjNjEjJDEjJDAjJDgz,성남시의료원,종합병원,경기도,성남시 수정구,"경기도 성남시 수정구 수정로171번길 10, 성남시의료원 (태평동)",해당사항없음,2019-11-07
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ4OSQyNjE4MzIjNjEjJDEjJDAjJDgz,성남이안과의원,의원,경기도,성남시 중원구,"경기도 성남시 중원구 성남대로1148번길 2, 소평빌딩 2층 (성남동)",안과,2003-07-07
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzUxIyQyIyQxIyQwMCQzNjE0ODEjNjEjJDEjJDAjJDgz,성남제일정신건강의학과의원,의원,경기도,성남시 수정구,"경기도 성남시 수정구 수정로 140, 세민빌딩 2층 일부호 (수진동)",정신건강의학과,2006-01-11
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjE4MzIjNjEjJDEjJDAjJDgz,성남중앙병원,종합병원,경기도,성남시 중원구,경기도 성남시 중원구 산성대로476번길 12 (금광동),해당사항없음,1981-11-19
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ5OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,성남척척통증의학과의원,의원,경기도,성남시 수정구,"경기도 성남시 수정구 수정로 112, 2층 (수진동)",마취통증의학과,2010-02-24
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQ3OSQzNjEwMDIjNDEjJDEjJDQjJDgz,성남키즈소아청소년과의원,의원,경기도,성남시 수정구,"경기도 성남시 수정구 산성대로 267, 신흥역 시네마타워 5층 518,519호 (신흥동)",소아청소년과,2019-03-28
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQ3OSQ0NjE0ODEjNDEjJDEjJDQjJDgz,성남탑영상의학과의원,의원,경기도,성남시 분당구,"경기도 성남시 분당구 야탑로75번길 9, 201호 (야탑동, 금호프라자)",영상의학과,2000-12-19
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQ3MiQzNjEwMDIjNTEjJDEjJDYjJDgz,성남태평메이퓨어의원,의원,경기도,성남시 수정구,"경기도 성남시 수정구 수정로 174, 진영빌딩 5층 501호 (신흥동)",일반의,2020-11-19
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQyIyQxIyQwMCQzNjEwMDIjNjEjJDEjJDgjJDgz,성대안과의원,의원,경기도,수원시 장안구,경기도 수원시 장안구 서부로 2139 (율전동),안과,1999-12-13
2026.1.1. 이후 폐업된 요양기관 등,성루카의원,의원,경기도,수원시 팔달구,"경기도 수원시 팔달구 경수대로 568, 1층 (인계동)",일반의,2014-12-31
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQxMyQyNjE0ODEjNjEjJDEjJDAjJDgz,성림마취통증의학과의원,의원,경기도,수원시 영통구,"경기도 수원시 영통구 반달로7번길 6 (영통동, 센타프라자 301호)",마취통증의학과,2001-09-05
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQwMyQzNjEwMDIjNTEjJDEjJDIjJDgz,성모25의원,의원,경기도,고양시 일산동구,"경기도 고양시 일산동구 중앙로1261번길 55, 3층 305호 (장항동)",일반의,2021-08-25
JDU4MTI3MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjEwMDIjODEjJDEjJDYjJDgz,성모365달려라정형외과의원,의원,경기도,수원시 팔달구,"경기도 수원시 팔달구 매산로 30, 401호 (매산로2가)",정형외과,2025-08-13
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQ3MiQ0NjEwMDIjNjEjJDEjJDgjJDgz,성모e안과의원,의원,경기도,성남시 분당구,"경기도 성남시 분당구 운중로 135, 더원스퀘어 503,504호 (운중동)",안과,2020-04-01
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQ4OSQ0NjE0ODEjODEjJDEjJDYjJDgz,성모Y마취통증의학과의원,의원,경기도,용인시 수지구,"경기도 용인시 수지구 수지로 124, 성복스퀘어/근린생활시설 212~216호 (성복동)",마취통증의학과,2012-02-16
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQxMyQyNjE0ODEjNjEjJDEjJDgjJDgz,성모가정의원,의원,경기도,안성시,"경기도 안성시 공도읍 진사길 23, 2층 (광동아이비타운)",일반의,1999-10-04
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQ2MiQzNjE0ODEjNTEjJDEjJDIjJDgz,성모가정의학과의원,의원,경기도,성남시 중원구,"경기도 성남시 중원구 순환로 172, 101호 (상대원동, 현대빌라트)",가정의학과,1999-09-08
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ5OSQ0NjEwMDIjODEjJDEjJDIjJDgz,성모가정의학과의원,의원,경기도,부천시 오정구,경기도 부천시 오정구 원종로 26 (원종동),가정의학과,2008-03-07
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQxIyQzIyQ3MiQ0NjE0ODEjODEjJDEjJDYjJDgz,성모가정의학과의원,의원,경기도,안산시 단원구,"경기도 안산시 단원구 와동로 52, 2층 (와동)",가정의학과,2025-06-12
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQ2MiQ0NjEwMDIjNTEjJDEjJDIjJDgz,성모공감정신건강의학과의원,의원,경기도,시흥시,"경기도 시흥시 수인로 3366, 삼영아트빌 5(일부)층 (신천동)",정신건강의학과,2018-10-04
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQxMyQyNjE0ODEjNDEjJDEjJDgjJDgz,성모권내과의원,의원,경기도,부천시 원미구,"경기도 부천시 원미구 중동로 100, 아이파크동 404호 (중동, 펠리스카운티아파트상가)",내과,2009-03-09
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ5OSQyNjE4MzIjNjEjJDEjJDQjJDgz,성모길내과의원,의원,경기도,광명시,"경기도 광명시 오리로 966-1, 2층 (광명동)",내과,2007-03-07
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQ4OSQyNjEyMjIjODEjJDEjJDIjJDgz,성모김내과의원,의원,경기도,부천시 원미구,경기도 부천시 원미구 중동로,내과,2022-07-20
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQ2MiQyNjEyMjIjNjEjJDEjJDgjJDgz,성모나눔마취통증의학과의원,의원,경기도,김포시,"경기도 김포시 김포한강8로 165, 하모니프라자 3층 301호 (마산동)",마취통증의학과,2018-01-10
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQxIyQ5OSQzNjEwMDIjODEjJDEjJDIjJDgz,성모날개정형외과의원,의원,경기도,시흥시,"경기도 시흥시 목감남서로 9-33, 더클래스투 5층 (조남동)",정형외과,2019-03-05
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQ4MiQyNjEwMDIjNDEjJDEjJDgjJDgz,성모내과의원,의원,경기도,고양시 일산서구,"경기도 고양시 일산서구 강선로 59 (주엽동, 동신파크 405호일부, 406~7호)",내과,1995-09-28
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ3OSQzNjEyMjIjNTEjJDEjJDIjJDgz,성모내과의원,의원,경기도,부천시 오정구,"경기도 부천시 오정구 성지로 101, 보영 3층일부 (원종동)",내과,1995-05-01
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzIxIyQxIyQ1IyQwMyQzNjE0ODEjODEjJDEjJDYjJDgz,성모내과의원,의원,경기도,화성시,"경기도 화성시 봉담읍 동화길 91, 401~403호 (웅신아트프라자)",내과,2009-03-09
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ5OSQyNjEyMjIjNjEjJDEjJDQjJDgz,성모내과의원,의원,경기도,광명시,"경기도 광명시 오리로 358, 3층 (소하동, 광명빌딩)",내과,2009-09-18
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ3OSQyNjEwMDIjNDEjJDEjJDgjJDgz,성모내과정형외과의원,의원,경기도,광주시,"경기도 광주시 중앙로 110, 301호 (경안동)",정형외과,2013-12-26
JDU4MTI3MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzExIyQyIyQ3IyQwMCQ0NjE0ODEjNjEjJDEjJDgjJDgz,성모내일내과의원,의원,경기도,하남시,"경기도 하남시 더우개로 29, 대명상가(지우제) 402,403,404호 (신장동)",내과,2025-09-22
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ2MiQzNjEwMDIjODEjJDEjJDIjJDgz,성모다솜의원,의원,경기도,용인시 기흥구,"경기도 용인시 기흥구 예현로35번길 2, 2층 201호 (서천동)",일반의,2017-07-28
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQxMyQyNjEyMjIjNDEjJDEjJDgjJDgz,성모담다정신건강의학과의원,의원,경기도,안양시 동안구,"경기도 안양시 동안구 시민대로 252, 201호 (관양동)",정신건강의학과,2024-07-25
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ2MiQyNjE0ODEjNTEjJDEjJDYjJDgz,성모드림내과의원,의원,경기도,고양시 일산동구,"경기도 고양시 일산동구 위시티2로11번길 45, 2층 206-2호 (식사동, 위시티일산자이 주상복합)",내과,2006-05-01
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ5OSQyNjE0ODEjNTEjJDEjJDYjJDgz,성모라움정신건강의학과의원,의원,경기도,안양시 동안구,"경기도 안양시 동안구 경수대로 428, 덕유파크 403호호 (호계동)",정신건강의학과,2008-09-30
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQ3IyQ3MiQyNjEyMjIjNDEjJDEjJDgjJDgz,성모라인성형외과의원,의원,경기도,하남시,"경기도 하남시 미사강변동로 100-1, 미사역 파라곤 스퀘어 3층 303~305호 (망월동)",성형외과,2022-01-21
JDU4MTI3MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjE0ODEjODEjJDEjJDIjJDgz,성모마디신경외과의원,의원,경기도,용인시 처인구,"경기도 용인시 처인구 금령로107번길 3, 4층 (김량장동)",신경외과,2025-04-16
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ1IyQxMyQ0NjEwMDIjNjEjJDEjJDgjJDgz,성모마디튼튼재활의학과의원,의원,경기도,부천시 소사구,"경기도 부천시 소사구 경인로 507, 5층 (괴안동)",재활의학과,2024-03-28
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzQxIyQxIyQ3IyQ3OSQyNjE0ODEjNTEjJDEjJDIjJDgz,성모마디편한신경과의원,의원,경기도,부천시 오정구,"경기도 부천시 오정구 소사로 757, 해오름빌딩 2층 (원종동)",신경과,2019-08-01
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQxMyQzNjEwMDIjODEjJDEjJDYjJDgz,성모마음아정신건강의학과의원,의원,경기도,안산시 단원구,"경기도 안산시 단원구 선부광장1로 56, 3층 305호 (선부동)",정신건강의학과,2020-08-19
